timestamp,gpu_util_pct,torch_alloc_mb,torch_reserved_mb,sys_mem_used_mb,sys_mem_total_mb
2026-05-18T05:02:34+0000,0,0.0,0.0,24505,122479
2026-05-18T05:02:49+0000,96,0.0,0.0,31377,122479
2026-05-18T05:03:05+0000,96,0.0,0.0,98661,122479
2026-05-18T05:03:20+0000,42,0.0,0.0,13566,122479
2026-05-18T05:03:35+0000,96,0.0,0.0,31497,122479
2026-05-18T05:03:50+0000,96,0.0,0.0,37649,122479
2026-05-18T05:04:05+0000,96,0.0,0.0,57812,122479
2026-05-18T05:04:20+0000,96,0.0,0.0,31423,122479
2026-05-18T05:04:35+0000,96,0.0,0.0,37215,122479
2026-05-18T05:04:50+0000,96,0.0,0.0,81167,122479
2026-05-18T05:05:05+0000,96,0.0,0.0,29383,122479
2026-05-18T05:05:20+0000,96,0.0,0.0,88504,122479
2026-05-18T05:05:36+0000,96,0.0,0.0,28042,122479
2026-05-18T05:05:51+0000,96,0.0,0.0,86287,122479
2026-05-18T05:06:06+0000,96,0.0,0.0,25718,122479
2026-05-18T05:06:21+0000,96,0.0,0.0,81737,122479
2026-05-18T05:06:36+0000,3,0.0,0.0,45803,122479
2026-05-18T05:06:51+0000,96,0.0,0.0,22649,122479
